,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,City Council District,2018 Solar-Ready Status,Agency,Site,BBL,Address,Borough,Environmental Justice Zone**,Total Gross Square Footage,Roof Condition,Roof Age,Solar-Readiness Assessment***,Other Sustainability Projects****
1037,1037,1037,1037,26,Not Solar-Ready,DOE,Q610,4002260001,45-30 36 STREET,Queens,,"317,000 GSF",Under construction,Under construction,,
1038,1038,1038,1038,26,Not Solar-Ready,CUNY,E - E Building,4002790001,31-40 Thomson Ave,Queens,,"367,000 GSF",Poor,Unknown,,
1039,1039,1039,1039,26,Solar-Ready,DOE,Q801,4004890001,44-36 VERNON BLVD,Queens,,"750,000 GSF",Good,2 to 4 years,Yes,
1040,1040,1040,1040,26,Solar-Ready,CUNY,C - Center 3 Building,4002730001,29-10 Thomson Ave,Queens,,"892,106 GSF",Between Good and Fair,5 to 9 years,,
1041,1041,1041,1041,27,Not Solar-Ready,DOE,Q835,4109060001,109-36 204th St,Queens,EJZ,"12,000 GSF",Between Good and Fair,15 to 19 years,,
1042,1042,1042,1042,27,Not Solar-Ready,QPL,South Jamaica Community Library,4101710008,108-41 Guy R. Brewer Blvd,Queens,EJZ,"13,500 GSF",Good,15 to 19 years,,
1043,1043,1043,1043,27,Not Solar-Ready,ACS,Blanche Day Care Center,4109410206,109-60 202nd St,Queens,EJZ,"17,590 GSF",Good,15 to 19 years,,
1044,1044,1044,1044,27,Not Solar-Ready,NYPD,103rd Precinct,4097990027,168-02 91st Ave,Queens,EJZ,"27,250 GSF",Fair,15 to 19 years,,
1045,1045,1045,1045,27,Not Solar-Ready,DOE,Q036,4124390032,187-01 FOCH BLVD,Queens,EJZ,"42,049 GSF",Between Fair and Poor,15 to 19 years,,
1046,1046,1046,1046,27,Not Solar-Ready,DOE,Q034,4111510081,104-12 SPRINGFIELD BLVD,Queens,EJZ,"58,556 GSF",Between Good and Fair,> 20 years,,
1047,1047,1047,1047,27,Not Solar-Ready,DPR,Roy Wilkins Recreation Center,4124060180,117-05 Merrick Blvd,Queens,EJZ,"60,000 GSF",Fair,15 to 19 years,,
1048,1048,1048,1048,27,Not Solar-Ready,DOE,Q176,4128200001,120-45 235 STREET,Queens,EJZ,"71,827 GSF",Fair,> 20 years,,
1049,1049,1049,1049,27,Not Solar-Ready,DHS,Jamaica Arms Hotel / Family Respite Residence,4098330004,175-10 88th Ave,Queens,EJZ,"80,332 GSF",Between Good and Fair,10 to 14 years,,
1050,1050,1050,1050,27,Not Solar-Ready,DOE,Q118,4109260050,190-20 109TH RD.,Queens,EJZ,"82,900 GSF",Fair,> 20 years,,
1051,1051,1051,1051,27,Solar-Ready,DOE,Q136,4110180021,201-15 115 AVENUE,Queens,EJZ,"85,300 GSF",Between Good and Fair,2 to 4 years,,
1052,1052,1052,1052,27,Not Solar-Ready,DOT,Parking Garage,4100920001,150-02 Jamaica Ave,Queens,EJZ,"88,000 GSF",Unknown,Unknown,,
1053,1053,1053,1053,27,Solar-Ready,DOE,Q116,4102500001,107-25 WREN PLACE,Queens,EJZ,"91,955 GSF",Good,< 2 years,,
1054,1054,1054,1054,27,Not Solar-Ready,DOE,Q147,4113000001,218-01 116 AVENUE,Queens,EJZ,"96,100 GSF",Fair,> 20 years,,
1055,1055,1055,1055,27,Not Solar-Ready,DOE,Q134,4109060001,203-02 109TH AVENUE,Queens,EJZ,"97,200 GSF",Fair,10 to 14 years,,
1056,1056,1056,1056,27,Not Solar-Ready,DOE,Q268,4102150001,92-07 175 STREET,Queens,EJZ,"105,600 GSF",Fair,10 to 14 years,,
1057,1057,1057,1057,27,Not Solar-Ready,DOE,Q037,4129930118,179-37 137 AVENUE,Queens,EJZ,"105,725 GSF",Fair,15 to 19 years,,
1058,1058,1058,1058,27,Not Solar-Ready,DOE,Q095,4099140001,179-01 90 AVENUE,Queens,EJZ,"111,310 GSF",Between Fair and Poor,15 to 19 years,,
1059,1059,1059,1059,27,Not Solar-Ready,NYPD,NYPD Police Laboratory,4100920006,150-14 Jamaica Ave,Queens,EJZ,"132,500 GSF",Fair,15 to 19 years,,
1060,1060,1060,1060,27,Not Solar-Ready,DOE,Q059,4127230076,132-55 RIDGEDALE STREET,Queens,EJZ,"169,375 GSF",Between Good and Fair,15 to 19 years,,
1061,1061,1061,1061,27,Not Solar-Ready,QPL,Queens Central Library,4097980006,89-11 Merrick Blvd,Queens,EJZ,"239,750 GSF",Good,15 to 19 years,,
1062,1062,1062,1062,27,Not Solar-Ready,DOE,Q238,4099190006,88-15 182 STREET,Queens,EJZ,"240,055 GSF",Fair,10 to 14 years,,
1063,1063,1063,1063,27,Not Solar-Ready,DCAS,Queens Family Court,4100930001,151-02 Jamaica Ave,Queens,EJZ,"291,589 GSF",Between Good and Fair,15 to 19 years,,
1064,1064,1064,1064,28,Not Solar-Ready,NYPD,Springfield Gardens Auto Pound,4142600001,174-20 North Boundary Rd,Queens,,"10,000 GSF",Unknown,5 to 9 years,,
1065,1065,1065,1065,28,Solar-Ready,DOE,Q875,4119720070,142-10 LINDEN BLVD,Queens,EJZ,"17,909 GSF",Good,2 to 4 years,,
1066,1066,1066,1066,28,Not Solar-Ready,HRA,South Jamaica MAC,4122000052,114-02 Guy R. Brewer Blvd,Queens,EJZ,"21,255 GSF",Between Good and Fair,10 to 14 years,,
1067,1067,1067,1067,28,Not Solar-Ready,NYPD,113th Precinct,4124950045,167-02 Baisley Blvd,Queens,EJZ,"22,250 GSF",Between Fair and Poor,5 to 9 years,,
1068,1068,1068,1068,28,Solar-Ready,DEP,150-20 Rear 134th St,4,Jamaica WPCP,Queens,,"26,600 GSF",Good,2 to 4 years,,
1069,1069,1069,1069,28,Not Solar-Ready,DOE,Q096,4116940027,130-01 ROCKAWAY BLVD,Queens,EJZ,"35,808 GSF",Fair,15 to 19 years,,
1070,1070,1070,1070,28,Not Solar-Ready,DOE,Q048,4101440042,155-02 108 AVENUE,Queens,EJZ,"44,460 GSF",Under construction,Under construction,,
1071,1071,1071,1071,28,Not Solar-Ready,DEP,Dewatering,4,Jamaica WPCP,Queens,,"54,450 GSF",Unknown,Unknown,,
1072,1072,1072,1072,28,Not Solar-Ready,DOE,Q055,4094770001,131-10 97 AVENUE,Queens,EJZ,"54,920 GSF",Fair,15 to 19 years,,
1073,1073,1073,1073,28,Not Solar-Ready,DEP,Main Bldg,4,Jamaica WPCP,Queens,,"55,278 GSF",Unknown,Unknown,,
1074,1074,1074,1074,28,Not Solar-Ready,DOE,Q050,4100240012,143-26 101 AVENUE,Queens,EJZ,"64,869 GSF",Between Good and Fair,15 to 19 years,,
1075,1075,1075,1075,28,Not Solar-Ready,DOE,Q045,4121040001,126-28 150 STREET,Queens,EJZ,"68,480 GSF",Fair,15 to 19 years,,
1076,1076,1076,1076,28,Not Solar-Ready,DOE,Q155,4116730001,130-02 115 AVENUE,Queens,EJZ,"80,020 GSF",Fair,15 to 19 years,,
1077,1077,1077,1077,28,Not Solar-Ready,DOE,Q140,4123410031,166-01 116 AVENUE,Queens,EJZ,"84,052 GSF",Fair,> 20 years,,
1078,1078,1078,1078,28,Not Solar-Ready,DOE,Q160,4119420302,109-59 INWOOD STREET,Queens,EJZ,"84,721 GSF",Under construction,Under construction,,
1079,1079,1079,1079,28,Not Solar-Ready,DSNY,"Queens East 8,10,12 District Garage;12A Broom",4118840001,130-23 150th Ave,Queens,EJZ,"90,620 GSF",Under construction,Under construction,,
1080,1080,1080,1080,28,Not Solar-Ready,DOE,Q121,4116070001,126-10 109 AVENUE,Queens,EJZ,"91,919 GSF",Fair,15 to 19 years,,
1081,1081,1081,1081,28,Solar-Ready,DOE,Q030,4124950065,126-10 BEDELL STREET,Queens,EJZ,"98,303 GSF",Good,< 2 years,,
1082,1082,1082,1082,28,Not Solar-Ready,DOE,Q080,4124950166,171-05 137 AVENUE,Queens,EJZ,"100,900 GSF",Between Good and Fair,15 to 19 years,,
1083,1083,1083,1083,28,Not Solar-Ready,DOE,Q161,4094910001,101-33 124TH STREET,Queens,EJZ,"103,280 GSF",Between Good and Fair,15 to 19 years,,
1084,1084,1084,1084,28,Not Solar-Ready,DOE,Q062,4094100001,97-25 108 STREET,Queens,EJZ,"107,464 GSF",Fair,> 20 years,,
1085,1085,1085,1085,28,Solar-Ready,DOE,Q124,4118820001,129-15 150 AVENUE,Queens,EJZ,"117,680 GSF",Fair,5 to 9 years,,
1086,1086,1086,1086,28,Not Solar-Ready,DOE,Q100,4116230001,111-11 118 STREET,Queens,EJZ,"118,800 GSF",Between Fair and Poor,15 to 19 years,,
1087,1087,1087,1087,28,Not Solar-Ready,DOE,Q040,4121510001,109-20 UNION HALL STREET,Queens,EJZ,"121,865 GSF",Between Fair and Poor,> 20 years,,
1088,1088,1088,1088,28,Not Solar-Ready,DOE,Q223,4120510001,125-20 SUTPHIN BLVD,Queens,EJZ,"122,575 GSF",Fair,> 20 years,,
1089,1089,1089,1089,28,Not Solar-Ready,DOE,Q142,4119720070,142-10 LINDEN BLVD,Queens,EJZ,"127,466 GSF",Fair,15 to 19 years,,
1090,1090,1090,1090,28,Not Solar-Ready,DOE,Q123,4120190010,145-01 119TH AVE.,Queens,EJZ,"129,120 GSF",Between Good and Fair,> 20 years,,
1091,1091,1091,1091,28,Not Solar-Ready,DOE,Q650,4093810044,94-06 104TH STREET,Queens,EJZ,"149,900 GSF",Between Good and Fair,10 to 14 years,,
1092,1092,1092,1092,28,Not Solar-Ready,DOE,Q108,4114750011,108-10 109 AVENUE,Queens,EJZ,"164,575 GSF",Fair,> 20 years,,
1093,1093,1093,1093,28,Not Solar-Ready,DOE,Q690,4123350049,116-25 GUY BREWER BOULEVARD,Queens,EJZ,"197,423 GSF",Between Good and Fair,10 to 14 years,,
1094,1094,1094,1094,28,Not Solar-Ready,DOE,Q475,4093210001,89-30 114TH STREET,Queens,EJZ,"239,664 GSF",Fair,> 20 years,,
1095,1095,1095,1095,28,Solar-Ready,DOE,Q400,4122610001,156-10 BAISLEY BLVD,Queens,EJZ,"279,357 GSF",Good,2 to 4 years,Yes,
1096,1096,1096,1096,28,Solar-Ready,DEP,150-20 134th St,4,Jamaica WPCP,Queens,,"686,240 GSF",Good,< 2 years,,
1097,1097,1097,1097,29,Solar-Ready,QPL,Richmond Hill Community Library,4092640056,118-14 Hillside Ave,Queens,,"13,000 GSF",Between Good and Fair,5 to 9 years,,
1098,1098,1098,1098,29,Not Solar-Ready,NYPD,102nd Precinct,4093270021,87-30 118th St,Queens,EJZ,"18,225 GSF",Good,10 to 14 years,,
1099,1099,1099,1099,29,Not Solar-Ready,DOT,Glendale Yard,4038860558,69-46 Sybilla St,Queens,,"23,624 GSF",Fair,Unknown,,
1100,1100,1100,1100,29,Solar-Ready,QPL,Forest Hills Community Library,4022230054,108-19 71st Ave,Queens,,"23,739 GSF",Good,2 to 4 years,,
1101,1101,1101,1101,29,Solar-Ready,DOE,Q303,4022180021,108-55 69 AVENUE,Queens,,"30,000 GSF",Between Good and Fair,5 to 9 years,,
1102,1102,1102,1102,29,Not Solar-Ready,DOC,Queens Detention Complex Auxiliary Building,4096530001,126-02 82nd Ave,Queens,EJZ,"31,333 GSF",Between Fair and Poor,> 20 years,,
1103,1103,1103,1103,29,Solar-Ready,DPR,Lost Battalion Hall Recreation Center,4020770050,93-29 Queens Blvd,Queens,EJZ,"32,640 GSF",Between Good and Fair,5 to 9 years,,Green Roof
1104,1104,1104,1104,29,Not Solar-Ready,NYPD,112th Precinct,4032340022,68-40 Austin St,Queens,EJZ,"36,111 GSF",Unknown,10 to 14 years,,
1105,1105,1105,1105,29,Not Solar-Ready,DOE,Q054,4092800001,86-02 127 STREET,Queens,EJZ,"55,148 GSF",Fair,10 to 14 years,,
1106,1106,1106,1106,29,Not Solar-Ready,DOE,Q101,4032700001,2 RUSSELL PLACE,Queens,,"66,060 GSF",Between Good and Fair,> 20 years,,
1107,1107,1107,1107,29,Solar-Ready,DOE,Q099,4033600001,82-37 KEW GARDENS ROAD,Queens,EJZ,"74,500 GSF",Good,2 to 4 years,,
1108,1108,1108,1108,29,Not Solar-Ready,DOE,Q206,4020830123,61-21 97 PLACE,Queens,EJZ,"75,177 GSF",Fair,> 20 years,,
1109,1109,1109,1109,29,Not Solar-Ready,DOE,Q144,4032120001,93-02 69 AVENUE,Queens,,"80,480 GSF",Fair,15 to 19 years,,
1110,1110,1110,1110,29,Not Solar-Ready,DOE,Q174,4031340024,65-10 DIETERLE CRESCENT,Queens,,"85,727 GSF",Fair,15 to 19 years,,
1111,1111,1111,1111,29,Solar-Ready,DOE,Q175,4021280014,64-35 102 STREET,Queens,,"98,500 GSF",Good,2 to 4 years,Yes,
1112,1112,1112,1112,29,Solar-Ready,DOE,Q196,4022480100,71-25 113 STREET,Queens,EJZ,"112,800 GSF",Good,2 to 4 years,,
1113,1113,1113,1113,29,Not Solar-Ready,DOE,Q190,4031720002,68-17 AUSTIN STREET,Queens,,"147,725 GSF",Between Fair and Poor,> 20 years,,
1114,1114,1114,1114,29,Solar-Ready,DOE,Q220,4021430001,62-10 108 STREET,Queens,,"165,780 GSF",Good,5 to 9 years,Yes,
1115,1115,1115,1115,29,Not Solar-Ready,DOC,Queens Detention Complex Main Building,4096530001,126-02 82nd Ave,Queens,EJZ,"177,554 GSF",Between Fair and Poor,> 20 years,,
1116,1116,1116,1116,29,Not Solar-Ready,DCAS,Queens Criminal Court (Annex),4096530001,125-01 Queens Blvd,Queens,EJZ,"207,360 GSF",Fair,> 20 years,,
1117,1117,1117,1117,29,Not Solar-Ready,DCAS,Queens Borough Hall,4022740002,120-55 Queens Blvd,Queens,EJZ,"261,000 GSF",Fair,15 to 19 years,,
1118,1118,1118,1118,29,Not Solar-Ready,DOE,Q440,4021890002,67-01 110 ST.,Queens,EJZ,"279,591 GSF",Fair,> 20 years,,
1119,1119,1119,1119,29,Solar-Ready,DOE,Q686,4038860800,91-30 METROPOLITAN AVENUE,Queens,,"298,673 GSF",Between Good and Fair,5 to 9 years,,
1120,1120,1120,1120,29,Not Solar-Ready,DCAS,Queens Criminal Court,4096530001,125-01 Queens Blvd,Queens,EJZ,"440,640 GSF",Poor,Unknown,,
1121,1121,1121,1121,30,Solar-Ready,FDNY,Queens Central Office,4038660162,83-24 Woodhaven Blvd,Queens,,"10,762 GSF",Good,5 to 9 years,,
1122,1122,1122,1122,30,Solar-Ready,QPL,Ridgewood Community Library,4034910001,20-12 Madison St,Queens,,"12,000 GSF",Good,5 to 9 years,,
1123,1123,1123,1123,30,Not Solar-Ready,DPR,Forest Park Greenhouse,4,88th Pl at Myrtle Ave,Queens,,"12,796 GSF",Fair,15 to 19 years,,
1124,1124,1124,1124,30,Not Solar-Ready,QPL,Glendale Community Library,4036960047,78-60 73rd Pl,Queens,,"13,356 GSF",Between Good and Fair,15 to 19 years,,
1125,1125,1125,1125,30,Not Solar-Ready,DSNY,Sanitation Police Enforcement,4026320005,51-15 Flushing Ave,Queens,,"17,700 GSF",Poor,> 20 years,,
1126,1126,1126,1126,30,Not Solar-Ready,NYPD,104th Precinct,4036320001,64-2 Catalpa Ave,Queens,,"19,075 GSF",Between Fair and Poor,10 to 14 years,,
1127,1127,1127,1127,30,Not Solar-Ready,DOE,Q878,4030250038,63-25 69th St,Queens,,"20,760 GSF",Fair,> 20 years,,
1128,1128,1128,1128,30,Solar-Ready,DPR,Forest Park DPR Shops,4038690083,82-99 88th Pl,Queens,,"27,000 GSF",Good,< 2 years,,Green Roof
1129,1129,1129,1129,30,Not Solar-Ready,DSNY,Queens West 5A Broom Garage,4026000001,47-01 48th Street,Queens,EJZ,"37,000 GSF",Poor,> 20 years,,
1130,1130,1130,1130,30,Not Solar-Ready,DOE,Q009,4026310106,58-74 57 STREET,Queens,,"54,060 GSF",Between Fair and Poor,15 to 19 years,,
1131,1131,1131,1131,30,Not Solar-Ready,DSNY,Queens 6 Garage,4023610268,58-73 53rd Ave,Queens,,"62,880 GSF",Poor,Unknown,,
1132,1132,1132,1132,30,Not Solar-Ready,DOE,Q049,4029900045,79-15 PENELOPE AVENUE,Queens,,"84,000 GSF",Fair,15 to 19 years,,
1133,1133,1133,1133,30,Not Solar-Ready,DOE,Q068,4035790001,59-09 SAINT FELIX AVENUE,Queens,EJZ,"86,500 GSF",Fair,15 to 19 years,,
1134,1134,1134,1134,30,Not Solar-Ready,DSNY,Queens West 5 and 5A District Garages,4026000001,48-01 58th Rd,Queens,,"91,868 GSF",Poor,Unknown,,
1135,1135,1135,1135,30,Solar-Ready,DOE,Q087,4037820027,67-54 80 STREET,Queens,,"96,765 GSF",Good,2 to 4 years,,
1136,1136,1136,1136,30,Solar-Ready,DOE,Q113,4038460040,87-21 79 AVENUE,Queens,,"97,200 GSF",Between Good and Fair,5 to 9 years,,
1137,1137,1137,1137,30,Not Solar-Ready,DOE,Q071,4034920007,62-85 FOREST AVENUE,Queens,,"98,500 GSF",Under construction,Under construction,,
1138,1138,1138,1138,30,Not Solar-Ready,NYPD,Building Maintenance/Quartermaster,4023440030,59-06 Laurel Hill Blvd,Queens,,"101,600 GSF",Good,10 to 14 years,,
1139,1139,1139,1139,30,Not Solar-Ready,DOT,Maspeth Central Shops,4026750015,58-50 57th Rd,Queens,,"109,800 GSF",Between Fair and Poor,Unknown,,
1140,1140,1140,1140,30,Not Solar-Ready,DOE,Q119,4038120020,74-01 78 AVENUE,Queens,,"121,375 GSF",Fair,> 20 years,,
1141,1141,1141,1141,30,Not Solar-Ready,DOE,Q091,4036830001,68-10 CENTRAL AVE,Queens,,"124,925 GSF",Between Fair and Poor,> 20 years,,
1142,1142,1142,1142,30,Not Solar-Ready,DOE,Q088,4035340012,60-85 CATALPA AVENUE,Queens,,"129,600 GSF",Between Good and Fair,10 to 14 years,,
1143,1143,1143,1143,30,Not Solar-Ready,DSNY,Queens Borough Repair Shop,4023470055,52-07 58th St,Queens,,"134,408 GSF",Between Fair and Poor,Unknown,,
1144,1144,1144,1144,30,Not Solar-Ready,DOE,Q153,4027320018,60-02 60 LANE,Queens,,"138,004 GSF",Fair,15 to 19 years,,
1145,1145,1145,1145,30,Not Solar-Ready,DOE,Q058,4028020001,72-24 GRAND AVENUE,Queens,,"141,261 GSF",Fair,15 to 19 years,,
1146,1146,1146,1146,30,Not Solar-Ready,DOE,Q093,4034900001,6656 FOREST AVENUE,Queens,,"150,000 GSF",Under construction,Under construction,,
1147,1147,1147,1147,30,Not Solar-Ready,DOE,Q073,4025030031,70-02 54 AVENUE,Queens,,"177,928 GSF",Between Good and Fair,10 to 14 years,,
1148,1148,1148,1148,30,Solar-Ready,DOE,Q485,4033630001,21-27 HIMROD STREET,Queens,,"528,000 GSF",Between Good and Fair,5 to 9 years,Yes,
1149,1149,1149,1149,30,Not Solar-Ready,DSNY,"Queens West 2,3,4 District Garages; Central Repair Shop",4023610268,52-35 58th St,Queens,,"759,046 GSF",Between Fair and Poor,> 20 years,Yes,
1150,1150,1150,1150,31,Not Solar-Ready,DPR,Sorrentino Recreation Center,4155600050,18-48 Cornaga Ave,Queens,EJZ,"12,240 GSF",Fair,> 20 years,,
1151,1151,1151,1151,31,Not Solar-Ready,DOE,Q907,4158190148,98 BEACH 28TH STREET,Queens,EJZ,"13,260 GSF",Fair,10 to 14 years,,
1152,1152,1152,1152,31,Not Solar-Ready,FDNY,"Engine Co. 264 and Ladder Co. 134, Engine Co. 328",4155590025,16-17 Central Ave,Queens,EJZ,"16,550 GSF",Between Fair and Poor,> 20 years,,
1153,1153,1153,1153,31,Solar-Ready,NYPD,101st Precinct,4155570004,16-12 Mott Ave,Queens,EJZ,"18,680 GSF",Good,5 to 9 years,,
1154,1154,1154,1154,31,Not Solar-Ready,NYPD,Queens South Task Force,4132650030,244-04 North Conduit Ave,Queens,EJZ,"19,024 GSF",Between Fair and Poor,Unknown,,
1155,1155,1155,1155,31,Not Solar-Ready,DOE,Q106,4158610035,180 BEACH 35 STREET,Queens,EJZ,"19,385 GSF",Fair,> 20 years,,
1156,1156,1156,1156,31,Not Solar-Ready,FDNY,"Engine Co. 265 and Ladder 121, Batt. 47, EMS 47",4,303 Beach 49th St,Queens,EJZ,"19,958 GSF",Fair,10 to 14 years,,
1157,1157,1157,1157,31,Solar-Ready,DHS,Springfield Family Residence,4133070091,146-80 Guy R. Brewer Blvd,Queens,EJZ,"21,000 GSF",Good,5 to 9 years,,
1158,1158,1158,1158,31,Not Solar-Ready,ACS,Blanche Community Progress Day Care Center 2,4159670001,44-22 Beach Channel Dr,Queens,EJZ,"27,700 GSF",Between Fair and Poor,15 to 19 years,,
1159,1159,1159,1159,31,Not Solar-Ready,DOE,Q038,4132220001,135-21 241 STREET,Queens,EJZ,"35,363 GSF",Fair,> 20 years,,
1160,1160,1160,1160,31,Not Solar-Ready,DOE,Q132,4129270028,132-15 218th St,Queens,EJZ,"57,553 GSF",Under construction,Under construction,,
1161,1161,1161,1161,31,Not Solar-Ready,DOE,Q052,4133530020,178-37 146 TERRACE,Queens,EJZ,"68,867 GSF",Fair,15 to 19 years,,
1162,1162,1162,1162,31,Solar-Ready,DSNY,Queens 14 District Garage,4159800100,51-10 Almeda Ave,Queens,EJZ,"72,663 GSF",Good,5 to 9 years,,
1163,1163,1163,1163,31,Not Solar-Ready,DOE,Q104,4156930001,26-01 MOTT AVENUE,Queens,EJZ,"82,900 GSF",Fair,15 to 19 years,,
1164,1164,1164,1164,31,Not Solar-Ready,DOE,Q181,4137180001,148-15 230 STREET,Queens,EJZ,"86,480 GSF",Between Fair and Poor,> 20 years,,
1165,1165,1165,1165,31,Not Solar-Ready,DOE,Q197,4155970001,825 HICKSVILLE ROAD,Queens,,"92,500 GSF",Poor,> 20 years,,
1166,1166,1166,1166,31,Not Solar-Ready,DOE,Q138,4135780001,251-11 Weller Ave,Queens,EJZ,"92,639 GSF",Fair,15 to 19 years,,
1167,1167,1167,1167,31,Not Solar-Ready,DOE,Q156,4131700012,229-02 137 AVENUE,Queens,EJZ,"95,971 GSF",Between Fair and Poor,> 20 years,,
1168,1168,1168,1168,31,Not Solar-Ready,DOE,Q253,4155410001,1307 CENTRAL AVENUE,Queens,,"98,366 GSF",Between Good and Fair,10 to 14 years,,
1169,1169,1169,1169,31,Not Solar-Ready,DOE,Q105,4159740003,420 BEACH 51 STREET,Queens,EJZ,"103,325 GSF",Fair,15 to 19 years,,
1170,1170,1170,1170,31,Solar-Ready,DOE,Q270,4129730001,233-15 MERRICK BOULEVARD,Queens,EJZ,"104,400 GSF",Good,< 2 years,,
1171,1171,1171,1171,31,Not Solar-Ready,DOE,Q195,4136550001,253-50 149 AVENUE,Queens,EJZ,"110,417 GSF",Fair,15 to 19 years,,
1172,1172,1172,1172,31,Solar-Ready,DOE,Q333,4158940011,365 BEACH 56 STREET,Queens,EJZ,"139,325 GSF",Between Good and Fair,5 to 9 years,,
1173,1173,1173,1173,31,Solar-Ready,DOE,Q042,4160390014,488 BEACH 66 STREET,Queens,EJZ,"145,200 GSF",Between Good and Fair,5 to 9 years,,
1174,1174,1174,1174,31,Solar-Ready,DOE,Q231,4133310001,145-00 SPRINGFIELD BLVD,Queens,EJZ,"146,400 GSF",Between Good and Fair,5 to 9 years,Yes,
1175,1175,1175,1175,31,Not Solar-Ready,DOE,Q053,4155570025,10-45 NAMEOKE STREET,Queens,EJZ,"196,975 GSF",Under construction,Under construction,,
1176,1176,1176,1176,31,Not Solar-Ready,DOE,Q465,4,821 BEACH 25TH STREET,Queens,EJZ,"272,600 GSF",Under construction,Under construction,,
1177,1177,1177,1177,31,Not Solar-Ready,DOE,Q420,4130570056,143-10 SPRINGFIELD BLVD.,Queens,EJZ,"326,600 GSF",Poor,10 to 14 years,Yes,
1178,1178,1178,1178,32,Not Solar-Ready,FDNY,Engine Co. 268 and Ladder Co. 137,4162120017,257 Beach 116th St,Queens,,"10,089 GSF",Unknown,15 to 19 years,,
1179,1179,1179,1179,32,Not Solar-Ready,DEP,Return & Waste Sludge Pump Bldg: 1st Floor,4,Rockaway WPCP,Queens,,"10,552 GSF",Poor,> 20 years,,
1180,1180,1180,1180,32,Not Solar-Ready,FDNY,Engine Co. 266,4161270001,92-20 Rockaway Beach Blvd,Queens,EJZ,"11,960 GSF",Fair,10 to 14 years,,
1181,1181,1181,1181,32,Not Solar-Ready,DEP,P&C Bldg Upper Basement,4,Rockaway WPCP,Queens,,"13,578 GSF",Poor,> 20 years,,
1182,1182,1182,1182,32,Not Solar-Ready,NYPD,106th Precinct,4095050061,103-53 101st St,Queens,EJZ,"19,044 GSF",Between Fair and Poor,15 to 19 years,,
1183,1183,1183,1183,32,Not Solar-Ready,DEP,P&C Bldg 1st Floor,4,Rockaway WPCP,Queens,,"19,690 GSF",Poor,> 20 years,,
1184,1184,1184,1184,32,Not Solar-Ready,NYPD,100th Precinct,4161270001,92-24 Rockaway Beach Blvd,Queens,EJZ,"20,710 GSF",Between Fair and Poor,10 to 14 years,,
1185,1185,1185,1185,32,Not Solar-Ready,DOE,Q047,4153130485,9 POWER ROAD,Queens,,"24,000 GSF",Between Fair and Poor,15 to 19 years,,
1186,1186,1186,1186,32,Not Solar-Ready,DOE,Q066,4091830001,85-11 102 STREET,Queens,EJZ,"37,008 GSF",Fair,10 to 14 years,,
1187,1187,1187,1187,32,Solar-Ready,DOE,Q262,4089750100,95-16 89TH AVE.,Queens,EJZ,"38,078 GSF",Good,5 to 9 years,,
1188,1188,1188,1188,32,Solar-Ready,DOE,Q273,4092880101,88-07 102ND STREET,Queens,EJZ,"41,234 GSF",Between Good and Fair,5 to 9 years,,
1189,1189,1189,1189,32,Not Solar-Ready,DOE,Q056,4092260057,86-10 114th St,Queens,EJZ,"45,595 GSF",Fair,10 to 14 years,,
1190,1190,1190,1190,32,Not Solar-Ready,DOE,Q064,4090530014,82-01 101 AVENUE,Queens,EJZ,"68,908 GSF",Fair,10 to 14 years,,
1191,1191,1191,1191,32,Not Solar-Ready,DOE,Q114,4162570001,134-01 CRONSTON AVENUE,Queens,,"80,400 GSF",Fair,15 to 19 years,,
1192,1192,1192,1192,32,Not Solar-Ready,DOE,Q225,4161810001,190 BEACH 110 STREET,Queens,,"84,100 GSF",Between Good and Fair,10 to 14 years,,
1193,1193,1193,1193,32,Not Solar-Ready,DOE,Q097,4088550020,85-52 85 STREET,Queens,EJZ,"90,665 GSF",Fair,15 to 19 years,,
1194,1194,1194,1194,32,Not Solar-Ready,DOE,Q060,4089290058,91-02 88 AVENUE,Queens,,"94,917 GSF",Fair,> 20 years,,
1195,1195,1195,1195,32,Not Solar-Ready,DOE,Q090,4092040028,86-50 109 STREET,Queens,EJZ,"96,125 GSF",Fair,> 20 years,,
1196,1196,1196,1196,32,Not Solar-Ready,DOE,Q146,4141680016,98-01 159 AVENUE,Queens,,"96,405 GSF",Fair,10 to 14 years,,
1197,1197,1197,1197,32,Not Solar-Ready,DOE,Q254,4091770023,84-40 101ST STREET,Queens,EJZ,"98,346 GSF",Under construction,Under construction,,
1198,1198,1198,1198,32,Not Solar-Ready,DOE,Q232,4114450001,153-23 83 STREET,Queens,,"99,102 GSF",Fair,15 to 19 years,,
1199,1199,1199,1199,32,Not Solar-Ready,DOE,Q207,4140090060,159-15 88 STREET,Queens,,"105,050 GSF",Fair,15 to 19 years,,
1200,1200,1200,1200,32,Not Solar-Ready,DOE,Q063,4091550025,90-15 SUTTER AVENUE,Queens,,"118,965 GSF",Between Fair and Poor,15 to 19 years,,
1201,1201,1201,1201,32,Not Solar-Ready,DOE,Q180,4161590012,320 BEACH 104 STREET,Queens,,"146,400 GSF",Poor,> 20 years,,
1202,1202,1202,1202,32,Not Solar-Ready,DOE,Q202,4114030001,138-30 LAFAYETTE STREET,Queens,,"180,175 GSF",Fair,> 20 years,,
